Date,Open,High,Low,Close,Adj Close,Volume
2012-10-01,33.240002,34.320000,30.209999,31.959999,27.542395,13737500
2012-10-08,32.040001,32.099998,29.940001,30.920000,26.646147,14374400
2012-10-15,31.030001,32.770000,29.860001,30.049999,25.896399,17071700
2012-10-22,29.910000,31.580000,29.600000,31.530001,27.171831,21125600
2012-10-29,29.629999,30.860001,27.920000,30.670000,26.430702,9914300
2012-11-05,30.600000,34.160000,30.540001,32.619999,30.532040,48323100
2012-11-12,32.529999,32.990002,29.670000,30.500000,28.547737,17554800
2012-11-19,30.969999,31.709999,30.900000,31.459999,29.446287,8899800
2012-11-26,31.209999,32.070000,30.209999,31.750000,29.717726,13689600
2012-12-03,32.700001,34.029999,31.830000,33.759998,31.599068,15438700
2012-12-10,33.669998,33.980000,30.330000,30.750000,28.781734,35882900
2012-12-17,30.930000,32.139999,30.150000,31.139999,31.032684,31429000
2012-12-24,31.139999,31.750000,30.110001,30.139999,30.036131,10289600
2012-12-31,30.150000,32.320000,29.860001,31.940001,31.829927,16603000
2013-01-07,31.980000,33.810001,31.639999,33.200001,33.085587,14508800
2013-01-14,32.950001,37.230000,32.950001,36.950001,36.822662,23401400
2013-01-21,36.990002,38.070000,36.480000,37.740002,37.609940,15777900
2013-01-28,37.700001,38.459999,36.360001,38.220001,38.088287,20596300
2013-02-04,38.020000,39.599998,36.540001,37.220001,37.091732,18925100
2013-02-11,37.169998,37.669998,35.849998,36.279999,36.154968,38451400
2013-02-18,36.279999,36.509998,35.150002,35.759998,35.636761,19356000
2013-02-25,35.840000,37.650002,34.900002,36.959999,36.832626,31089000
2013-03-04,36.730000,37.500000,36.279999,37.250000,37.121628,25367600
2013-03-11,37.250000,38.790001,37.250000,37.919998,37.789318,20847100
2013-03-18,37.730000,39.770000,37.380001,39.310001,39.174530,14729300
2013-03-25,39.320000,40.919998,39.250000,40.630001,40.489983,11704800
2013-04-01,40.500000,41.500000,36.529999,37.480000,37.350834,29980600
2013-04-08,37.500000,38.689999,35.849998,38.320000,38.187939,22418600
2013-04-15,38.060001,38.500000,35.549999,37.660000,37.530216,20637300
2013-04-22,37.689999,38.549999,36.810001,38.250000,38.118183,19157700
2013-04-29,40.500000,41.830002,38.560001,41.000000,40.858704,26036900
2013-05-06,41.070000,41.799999,39.810001,40.730000,40.589634,13325700
2013-05-13,40.459999,41.060001,38.709999,39.090000,38.955288,12027100
2013-05-20,38.980000,39.060001,36.669998,37.529999,37.400661,21258400
2013-05-27,37.959999,39.669998,37.490002,39.060001,38.925392,9686100
2013-06-03,39.130001,39.799999,37.869999,39.599998,39.463528,16840600
2013-06-10,39.599998,40.480000,39.130001,39.900002,39.762497,13796100
2013-06-17,40.270000,40.270000,36.380001,37.439999,37.310970,24702700
2013-06-24,37.130001,37.840000,35.400002,36.060001,35.935730,33482700
2013-07-01,36.410000,37.189999,35.200001,35.860001,35.736420,17939000
2013-07-08,36.080002,37.660000,35.799999,37.619999,37.490353,13819500
2013-07-15,37.900002,39.250000,36.970001,38.630001,38.496872,26089400
2013-07-22,38.529999,39.900002,38.290001,39.740002,39.603050,10130300
2013-07-29,39.700001,40.130001,38.080002,39.040001,38.905460,15824000
2013-08-05,39.040001,39.740002,37.799999,39.009998,38.875561,11955800
2013-08-12,39.020000,39.500000,37.799999,37.900002,37.769390,10264700
2013-08-19,37.959999,38.990002,37.750000,38.259998,38.128147,10867200
2013-08-26,38.330002,39.639999,37.990002,38.189999,38.058388,10942100
2013-09-02,38.310001,39.889999,38.299999,39.520000,39.383804,11284000
2013-09-09,39.509998,40.580002,38.430000,40.290001,40.151154,14552300
2013-09-16,40.730000,43.110001,40.619999,42.160000,42.014706,18320400
2013-09-23,42.180000,42.570000,41.299999,42.070000,41.925018,13084400
2013-09-30,41.959999,47.070000,41.770000,46.099998,45.941128,30476600
2013-10-07,44.790001,46.820000,44.790001,46.560001,46.399544,19197200
2013-10-14,46.200001,49.520000,45.299999,48.540001,48.372723,14993600
2013-10-21,48.540001,48.750000,45.349998,46.919998,46.758301,16305700
2013-10-28,46.740002,47.680000,46.400002,47.310001,47.146961,23080900
2013-11-04,47.310001,47.740002,43.869999,45.130001,44.974472,23120300
2013-11-11,45.150002,45.990002,44.250000,45.070000,44.914677,18299600
2013-11-18,44.599998,45.020000,43.200001,44.759998,44.605747,15037700
2013-11-25,44.869999,47.189999,44.160000,46.419998,46.260025,10278900
2013-12-02,46.279999,47.459999,46.240002,47.240002,47.077202,9767800
2013-12-09,47.320000,47.709999,45.189999,46.830002,46.668613,11442900
2013-12-16,46.939999,47.259998,45.070000,46.889999,46.728405,18440100
2013-12-23,46.910000,47.070000,45.580002,46.470001,46.309856,4573000
2013-12-30,46.430000,48.930000,46.110001,48.770000,48.601929,7203700
2014-01-06,48.770000,51.709999,48.230000,51.320000,51.143139,20306500
2014-01-13,51.209999,51.759998,50.700001,51.410000,51.232830,15174400
2014-01-20,51.720001,51.720001,47.509998,48.400002,48.233204,11995900
2014-01-27,48.540001,50.750000,48.240002,50.270000,50.096760,10572000
2014-02-03,50.450001,50.570000,46.020000,48.330002,48.163445,16271700
2014-02-10,48.209999,50.650002,47.730000,49.759998,49.588516,13819500
2014-02-17,50.000000,50.619999,49.299999,50.009998,49.837654,7307100
2014-02-24,50.250000,52.230000,49.330002,51.200001,51.023556,10375100
2014-03-03,50.709999,52.490002,49.450001,49.630001,49.458965,16838800
2014-03-10,49.660000,50.450001,47.169998,47.650002,47.485790,12397700
2014-03-17,47.820000,50.410000,47.740002,50.139999,49.967205,9501900
2014-03-24,50.000000,51.750000,48.299999,51.139999,50.963760,12930000
2014-03-31,51.750000,52.830002,50.130001,50.169998,49.997101,14538600
2014-04-07,50.130001,50.820000,48.029999,48.209999,48.043858,14716800
2014-04-14,48.520000,49.220001,47.790001,49.009998,48.841099,9722200
2014-04-21,48.799999,53.730000,48.740002,53.439999,53.255833,16279300
2014-04-28,53.490002,53.810001,49.910000,51.880001,51.701210,22235900
2014-05-05,51.950001,52.840000,50.689999,51.509998,51.332485,10654900
2014-05-12,51.700001,52.869999,51.110001,51.250000,51.073380,8390000
2014-05-19,51.160000,53.660000,51.000000,53.439999,53.255833,21590600
2014-05-26,53.799999,54.000000,52.869999,52.990002,52.807388,8493400
2014-06-02,53.099998,56.709999,52.369999,55.590000,55.398426,15743700
2014-06-09,55.580002,55.959999,54.000000,54.980000,54.790527,9876900
2014-06-16,55.000000,57.770000,54.770000,57.610001,57.411465,13084700
2014-06-23,57.689999,58.549999,54.580002,55.430000,55.238976,19163900
2014-06-30,55.619999,57.750000,55.520000,57.110001,56.913185,9345800
2014-07-07,56.930000,57.029999,53.610001,55.939999,55.747215,13521800
2014-07-14,56.000000,62.990002,55.119999,62.439999,62.224815,28682000
2014-07-21,62.049999,64.000000,59.389999,62.900002,62.683235,20354100
2014-07-28,62.950001,66.709999,62.599998,65.489998,65.264305,22404000
2014-08-04,65.930000,68.089996,65.019997,67.129997,66.898651,20522900
2014-08-11,67.400002,67.989998,65.059998,67.739998,67.506554,12870500
2014-08-18,68.180000,69.489998,67.779999,69.260002,69.021317,12843100
2014-08-25,69.360001,70.070000,68.529999,69.820000,69.579384,8403500
2014-09-01,70.000000,70.290001,67.419998,69.239998,69.001381,14452100
2014-09-08,69.500000,73.190002,69.349998,71.559998,71.313385,13364100
2014-09-15,71.570000,73.629997,70.900002,73.480003,73.226776,11541000
2014-09-22,73.559998,73.940002,70.309998,71.199997,70.954628,9343300
2014-09-29,70.820000,72.190002,67.190002,71.250000,71.004456,16199500
2014-10-06,71.540001,72.360001,68.809998,69.059998,68.821999,16084100
2014-10-13,69.040001,70.889999,62.500000,69.440002,69.200699,33564000
2014-10-20,69.379997,72.199997,67.690002,72.070000,71.821632,16016900
2014-10-27,71.889999,72.849998,68.449997,70.050003,69.808594,20421700
2014-11-03,70.339996,72.540001,64.300003,65.750000,65.523415,34660100
2014-11-10,66.150002,67.610001,62.750000,62.939999,62.723095,33498400
2014-11-17,63.320000,68.739998,63.310001,68.470001,68.234039,20448300
2014-11-24,68.500000,70.220001,68.199997,69.690002,69.449837,9368100
2014-12-01,69.910004,74.739998,68.010002,74.000000,73.744980,25346500
2014-12-08,74.349998,74.800003,72.309998,72.940002,72.688637,16308700
2014-12-15,73.239998,74.790001,71.680000,74.470001,74.213364,16238900
2014-12-22,74.430000,75.820000,74.370003,74.820000,74.562157,5517800
2014-12-29,74.889999,75.040001,73.070000,73.970001,73.715088,6652100
2015-01-05,73.930000,75.940002,70.910004,74.650002,74.392738,15075500
2015-01-12,75.910004,76.180000,68.360001,69.839996,69.599312,20963300
2015-01-19,69.860001,70.680000,67.050003,68.639999,68.403450,14479600
2015-01-26,71.900002,73.449997,70.599998,70.800003,70.556007,103322700
2015-02-02,71.040001,71.269997,67.489998,67.980003,67.745728,31002500
2015-02-09,67.849998,69.660004,66.629997,68.540001,68.303795,18881600
2015-02-16,68.419998,70.260002,68.230003,69.790001,69.549492,12754500
2015-02-23,70.320000,72.570000,69.970001,71.540001,71.293457,15366200
2015-03-02,71.540001,77.080002,70.070000,72.820000,72.569046,29209900
2015-03-09,73.000000,73.379997,70.220001,71.800003,71.552567,16413000
2015-03-16,72.379997,76.260002,72.110001,76.029999,75.767982,16702900
2015-03-23,76.269997,78.440002,75.129997,76.070000,75.807846,14231400
2015-03-30,76.949997,77.080002,73.650002,75.050003,74.791367,7895900
2015-04-06,74.589996,78.459999,74.419998,78.239998,77.970367,12010400
2015-04-13,78.230003,80.199997,76.510002,78.040001,77.771057,16392900
2015-04-20,78.830002,78.900002,76.800003,77.739998,77.472092,16488000
2015-04-27,77.849998,78.099998,73.680000,74.500000,74.243256,16205800
2015-05-04,74.849998,77.370003,73.019997,76.900002,76.634987,19274400
2015-05-11,76.739998,79.849998,76.139999,79.839996,79.564850,14674500
2015-05-18,79.760002,83.879997,79.690002,82.129997,81.846962,18519100
2015-05-25,82.000000,82.680000,80.949997,81.830002,81.547997,11341700
2015-06-01,82.389999,82.690002,80.389999,81.279999,80.999893,12646600
2015-06-08,81.139999,84.160004,80.250000,82.459999,82.175827,15434400
2015-06-15,81.669998,85.059998,81.669998,84.400002,84.109138,14920400
2015-06-22,84.660004,92.629997,82.599998,91.839996,91.523499,33315900
2015-06-29,91.019997,93.089996,90.309998,90.500000,90.188118,16851300
2015-07-06,90.050003,93.239998,90.010002,92.970001,92.649605,18378500
2015-07-13,93.839996,95.489998,91.900002,93.239998,92.918671,18408300
2015-07-20,93.680000,94.440002,91.639999,92.830002,92.510086,9095100
2015-07-27,92.599998,94.309998,90.930000,93.010002,92.689468,9232700
2015-08-03,92.879997,94.410004,87.279999,91.459999,91.144806,14316600
2015-08-10,91.879997,92.989998,88.300003,91.400002,91.085014,8686400
2015-08-17,90.809998,91.580002,84.099998,86.250000,85.952766,16474100
2015-08-24,81.540001,89.839996,43.910000,88.820000,88.513908,19039500
2015-08-31,89.000000,89.610001,83.599998,85.410004,85.115662,11818500
2015-09-07,87.040001,88.459999,84.400002,84.690002,84.398140,10161200
2015-09-14,85.059998,87.050003,82.470001,82.480003,82.195763,19801700
2015-09-21,83.349998,84.639999,79.260002,79.449997,79.176193,16509000
2015-09-28,78.959999,78.959999,71.339996,77.889999,77.621574,28683700
2015-10-05,78.669998,81.389999,74.769997,77.910004,77.641510,18289300
2015-10-12,77.529999,78.480003,68.129997,72.949997,72.698593,31280200
2015-10-19,72.919998,74.150002,64.040001,68.980003,68.742287,33635300
2015-10-26,68.540001,70.940002,67.050003,68.790001,68.552933,31367500
2015-11-02,68.959999,70.459999,67.269997,69.970001,69.728867,19949000
2015-11-09,69.589996,70.599998,64.669998,66.449997,66.220993,20453800
2015-11-16,66.309998,70.720001,65.089996,67.419998,67.187653,25635100
2015-11-23,66.430000,69.970001,66.029999,69.449997,69.210655,10257800
2015-11-30,69.510002,72.300003,66.820000,67.250000,67.018242,21009200
2015-12-07,67.279999,69.089996,65.389999,66.300003,66.071518,16025700
2015-12-14,66.430000,67.489998,63.320000,64.470001,64.247826,22986600
2015-12-21,64.989998,70.000000,64.849998,68.919998,68.682487,12096900
2015-12-28,68.790001,69.599998,67.599998,67.629997,67.396927,7530500
2016-01-04,65.690002,67.000000,63.599998,64.269997,64.048508,20817200
2016-01-11,68.699997,69.459999,63.090000,64.269997,64.048508,31774300
2016-01-18,64.940002,66.959999,60.070000,65.820000,65.593170,17544700
2016-01-25,65.750000,71.269997,65.349998,69.580002,69.340210,22129900
2016-02-01,69.449997,72.709999,68.599998,69.190002,68.951561,21360800
2016-02-08,68.360001,68.510002,64.110001,66.010002,65.782516,16506100
2016-02-15,64.059998,68.220001,63.869999,67.620003,67.386971,14265700
2016-02-22,68.089996,71.820000,68.000000,70.440002,70.197250,15730100
2016-02-29,70.279999,74.209999,69.190002,73.000000,72.748428,16308000
2016-03-07,72.510002,75.059998,71.029999,74.949997,74.691704,14555300
2016-03-14,75.919998,76.230003,72.800003,75.459999,75.199944,14107500
2016-03-21,75.250000,78.669998,74.930000,76.370003,76.106812,11916500
2016-03-28,76.559998,79.360001,75.959999,79.199997,78.927055,10254800
2016-04-04,79.250000,80.220001,77.669998,79.139999,78.867264,14615200
2016-04-11,79.320000,81.000000,78.580002,80.330002,80.053169,15110400
2016-04-18,80.230003,81.449997,78.059998,80.910004,80.631172,19617800
2016-04-25,80.730003,83.690002,79.300003,80.620003,80.342171,14649900
2016-05-02,80.599998,82.000000,76.830002,80.900002,80.621201,20514700
2016-05-09,81.000000,81.470001,77.430000,77.919998,77.651466,13208700
2016-05-16,78.019997,78.500000,75.690002,77.120003,76.854233,12775600
2016-05-23,76.790001,78.480003,75.959999,77.360001,77.093399,9470300
2016-05-30,77.500000,79.029999,77.260002,78.139999,77.870712,8676700
2016-06-06,78.110001,81.279999,77.910004,79.550003,79.275856,8943200
2016-06-13,79.199997,79.449997,76.510002,77.430000,77.163162,9598600
2016-06-20,78.129997,80.620003,76.570000,76.720001,76.455605,14405100
2016-06-27,76.150002,77.559998,73.820000,76.660004,76.395813,11084000
2016-07-04,76.500000,78.589996,75.129997,78.209999,77.940468,11939000
2016-07-11,78.559998,80.129997,77.910004,78.709999,78.438744,10768300
2016-07-18,78.610001,81.790001,78.599998,80.349998,80.073097,8822100
2016-07-25,80.230003,80.489998,74.099998,77.129997,76.864189,16739100
2016-08-01,77.000000,77.750000,74.110001,75.839996,75.578636,14935400
2016-08-08,76.019997,77.489998,75.650002,76.639999,76.375877,11834700
2016-08-15,76.720001,77.800003,73.239998,74.510002,74.253227,14165400
2016-08-22,74.510002,75.559998,73.690002,74.260002,74.004089,10749200
2016-08-29,74.199997,76.680000,74.150002,76.510002,76.246330,9314300
2016-09-05,76.250000,79.279999,74.940002,75.940002,75.678299,11325300
2016-09-12,75.360001,77.500000,74.050003,75.290001,75.030533,14449600
2016-09-19,75.419998,77.349998,74.680000,76.120003,75.857674,10937900
2016-09-26,75.769997,76.040001,74.370003,75.629997,75.369362,12020600
2016-10-03,75.169998,75.379997,73.860001,74.230003,73.974190,9152900
2016-10-10,74.550003,81.279999,74.550003,80.320000,80.043198,19859700
2016-10-17,80.269997,82.370003,79.949997,81.739998,81.458305,11660000
2016-10-24,82.000000,82.309998,76.260002,77.309998,77.043571,17029000
2016-10-31,77.419998,77.480003,73.309998,75.330002,75.070396,16537700
2016-11-07,77.209999,81.269997,67.000000,69.580002,69.340210,49796800
2016-11-14,69.580002,75.129997,69.580002,72.389999,72.140526,20880500
2016-11-21,72.559998,73.610001,69.180000,71.389999,71.143974,11881500
2016-11-28,71.230003,72.449997,69.589996,70.309998,70.067696,10480700
2016-12-05,70.580002,74.029999,70.000000,73.250000,72.997566,13977900
2016-12-12,73.580002,75.580002,72.620003,74.160004,73.904434,16953200
2016-12-19,73.760002,74.610001,73.150002,74.459999,74.203392,7432600
2016-12-26,74.500000,75.139999,72.860001,74.019997,73.764908,5099200
2017-01-02,74.360001,77.430000,73.519997,76.620003,76.355957,9978800
2017-01-09,76.040001,81.059998,76.040001,79.400002,79.126373,11687000
2017-01-16,80.980003,82.199997,78.529999,79.709999,79.435303,10297400
2017-01-23,79.059998,81.339996,78.070000,79.519997,79.245956,12437500
2017-01-30,79.489998,84.120003,78.400002,83.800003,83.511208,13243900
2017-02-06,83.809998,84.260002,82.050003,83.629997,83.341789,8827100
2017-02-13,83.680000,84.879997,83.160004,84.629997,84.338341,9454800
2017-02-20,84.959999,87.440002,84.730003,87.070000,86.769936,7937100
2017-02-27,86.949997,88.620003,86.779999,88.529999,88.224907,9054300
2017-03-06,88.279999,88.410004,85.559998,85.750000,85.454483,10633200
2017-03-13,85.980003,85.980003,83.050003,84.589996,84.298477,14108400
2017-03-20,84.559998,86.480003,81.360001,86.040001,85.743484,16081000
2017-03-27,87.970001,91.029999,87.760002,88.989998,88.683319,20703300
2017-04-03,88.970001,89.800003,86.269997,87.900002,87.597076,11177800
2017-04-10,87.919998,88.550003,87.019997,87.720001,87.417702,4998000
2017-04-17,85.000000,85.900002,82.720001,83.550003,83.262070,14958400
2017-04-24,84.589996,85.169998,82.879997,84.209999,83.919792,9217800
2017-05-01,84.209999,85.930000,81.419998,83.500000,83.212242,12453200
2017-05-08,83.739998,85.900002,83.470001,84.610001,84.318413,8022100
2017-05-15,84.519997,84.720001,81.099998,82.150002,81.866898,9931800
2017-05-22,81.860001,83.489998,81.290001,82.699997,82.414993,5399000
2017-05-29,82.320000,84.120003,81.730003,83.330002,83.042831,7019900
2017-06-05,83.029999,83.870003,81.650002,83.570000,83.281998,8292600
2017-06-12,83.440002,85.690002,83.059998,83.410004,83.122551,8697200
2017-06-19,83.620003,87.879997,82.980003,86.239998,85.942795,12621300
2017-06-26,86.230003,87.790001,85.879997,87.199997,86.899483,7952200
2017-07-03,87.480003,87.989998,84.589996,86.139999,85.843140,6163700
2017-07-10,85.949997,87.290001,85.260002,86.639999,86.341415,6276300
2017-07-17,86.440002,87.169998,85.019997,85.730003,85.434555,9758000
2017-07-24,85.739998,86.620003,79.620003,80.440002,80.162788,17080000
2017-07-31,80.330002,80.900002,78.309998,78.870003,78.598198,10618700
2017-08-07,78.769997,79.690002,77.220001,79.370003,79.096474,11499500
2017-08-14,79.620003,80.160004,77.500000,77.529999,77.262810,7741700
2017-08-21,77.510002,80.120003,77.430000,79.510002,79.235992,7482000
2017-08-28,79.430000,79.779999,76.849998,78.669998,78.398888,9587100
2017-09-04,78.580002,79.010002,75.739998,77.050003,76.784470,9647500
2017-09-11,77.809998,80.379997,77.010002,79.239998,78.966919,9199600
2017-09-18,79.279999,79.349998,75.559998,78.220001,77.950439,14385500
2017-09-25,77.879997,79.709999,75.769997,79.589996,79.315712,10036100
2017-10-02,79.790001,80.400002,76.430000,76.639999,76.375877,10655100
2017-10-09,76.400002,76.529999,71.180000,74.580002,74.322983,16376600
2017-10-16,74.290001,81.139999,74.250000,81.050003,80.770683,22087000
2017-10-23,81.330002,81.769997,75.980003,76.669998,76.405777,14477500
2017-10-30,76.260002,77.610001,74.989998,76.430000,76.166603,14764600
2017-11-06,76.449997,79.620003,76.430000,78.680000,78.408852,11289200
2017-11-13,78.529999,78.529999,74.839996,75.239998,74.980705,11955400
2017-11-20,75.239998,78.190002,74.260002,77.190002,76.923988,6047300
2017-11-27,77.190002,86.040001,76.480003,84.050003,83.760345,17984900
2017-12-04,84.750000,85.879997,82.080002,84.839996,84.547623,12365700
2017-12-11,84.809998,88.690002,84.620003,88.459999,88.155144,13958100
2017-12-18,88.989998,90.290001,84.720001,89.089996,88.782974,12366200
2017-12-25,89.239998,89.940002,87.230003,87.839996,87.537277,5090900
2018-01-01,88.000000,89.809998,85.239998,86.930000,86.630417,10058500
2018-01-08,86.639999,89.029999,84.919998,88.800003,88.493980,8733500
2018-01-15,89.029999,93.320000,88.510002,93.010002,92.689468,9978500
2018-01-22,92.879997,97.120003,91.059998,97.070000,96.735474,10229600
2018-01-29,96.760002,106.839996,96.360001,99.690002,99.346451,19515700
2018-02-05,98.930000,100.300003,94.110001,97.839996,97.502815,12580500
2018-02-12,98.529999,102.220001,96.419998,101.000000,100.651932,8769600
2018-02-19,100.680000,101.940002,99.820000,100.839996,100.492477,5889500
2018-02-26,100.699997,102.980003,98.040001,101.379997,101.030617,12212100
2018-03-05,100.900002,104.169998,99.720001,103.900002,103.900002,7847600
2018-03-12,103.760002,104.199997,101.599998,102.769997,102.769997,9365800
2018-03-19,102.580002,102.820000,98.589996,98.779999,98.779999,8294400
2018-03-26,99.699997,99.989998,95.800003,97.000000,97.000000,9532500
2018-04-02,97.330002,98.400002,94.669998,96.239998,96.239998,12607200
2018-04-09,96.739998,97.559998,95.720001,96.279999,96.279999,8012500
2018-04-16,96.989998,99.480003,96.230003,97.449997,97.449997,8807100
2018-04-23,97.449997,98.430000,94.669998,96.250000,96.250000,12176800
2018-04-30,96.570000,99.330002,93.029999,97.550003,97.550003,12833600
2018-05-07,97.660004,102.230003,96.919998,101.779999,101.779999,9296600
2018-05-14,102.000000,104.070000,100.639999,102.830002,102.830002,8112400
2018-05-21,103.599998,104.849998,102.320000,103.690002,103.690002,8446300
2018-05-28,103.019997,105.449997,102.220001,104.320000,104.320000,5852400
2018-06-04,104.320000,105.489998,103.660004,105.389999,105.389999,8166700
2018-06-11,105.500000,107.370003,105.239998,106.510002,106.510002,8358200
2018-06-18,106.389999,108.849998,105.120003,106.739998,106.739998,8205400
2018-06-25,106.459999,106.660004,101.709999,102.599998,102.599998,8035700
2018-07-02,102.290001,105.480003,101.300003,105.220001,105.220001,5380600
2018-07-09,105.209999,106.680000,104.839996,106.550003,106.550003,5485300
2018-07-16,106.500000,108.480003,105.639999,108.000000,108.000000,8632900
2018-07-23,109.440002,124.510002,107.250000,124.150002,124.150002,15687800
2018-07-30,124.400002,130.289993,122.370003,130.160004,130.160004,10664000
